price,Address,area,Bedrooms,Bathrooms,Balcony,parking,Lift,Price_sqft
25000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",850,2,2,1,1,1,29411.76471
12600000,"Kanjurmarg West, Mumbai, Kanjurmarg West, Mumbai - Central Line, Maharashtra",775,2,2,1,1,3,16258.06452
25000000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",1530,3,3,3,1,2,16339.86928
26000000,"Goregaon West, Mumbai, Goregaon West, Mumbai - North Mumbai, Maharashtra",860,2,2,1,1,3,30232.55814
50000000,"Mahim West, Mumbai - Central Mumbai, Maharashtra",1200,3,3,2,1,1,41666.66667
15500000,"Powai, Mumbai - Central Line, Maharashtra",915,2,2,1,1,1,16939.89071
15900000,"Dahisar West, Mumbai - North Mumbai, Maharashtra",870,2,2,1,1,1,18275.86207
19000000,"Goregaon West, Mumbai - North Mumbai, Maharashtra",800,2,2,1,1,1,23750
15000000,"Behind Mary Immaculate girls school, Kalina, Santacruz east, Kalina, Mumbai - Western Suburbs, Maharashtra",1000,2,2,1,1,1,15000
35000000,"Mahim West, Mumbai - Central Mumbai, Maharashtra",1150,2,2,1,1,1,30434.78261
11000000,"Dahisar East, Mumbai - North Mumbai, Maharashtra",870,2,3,1,1,1,12643.67816
40000000,"24, Monisha Bldg, 5th Floor, S V Road, opp Fire station, Anderson West, Mumbai  400058, Andheri West, Mumbai - Western Suburbs, Maharashtra",1100,2,2,1,1,1,36363.63636
16000000,"Near bamandayapada BUS stop, military road, Andheri East, Mumbai., Marol Naka, Mumbai - Western Suburbs, Maharashtra",924,2,2,1,1,1,17316.01732
23000000,"2301, siddhi Samarpan, Ramchand Das Road, Off, Jaywant Sawant Marg, Dahisar West, Mumbai, Maharashtra 400068, Borivali West, Mumbai - Western Suburbs, Maharashtra",1450,2,2,3,1,1,15862.06897
15000000,"Andheri East, Mumbai, Sakinaka Junction, Mumbai - Western Suburbs, Maharashtra",937,2,2,2,1,1,16008.53789
12000000,"Kandivali West, Mumbai - North Mumbai, Maharashtra",510,2,2,1,1,1,23529.41176
6000000,"violet building yashwant nagar virar west, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",980,2,2,1,1,1,6122.44898
27000000,"Mount Mary, Mumbai - Western Suburbs, Maharashtra",908,2,2,1,1,1,29735.68282
12500000,"VP Road Andheri East, Andheri West, Mumbai - Western Suburbs, Maharashtra",893,2,2,3,1,1,13997.76036
13500000,"201., Chembur, Mumbai - Harbour Line, Maharashtra",600,2,2,1,2,1,22500
25000000,"801, A wing, Valentine complex, Goregaon East, Mumbai - Western Suburbs, Maharashtra",932,3,3,1,1,1,26824.03433
8600000,"Indralok, Mumbai - Mira Road and Beyond, Maharashtra",960,2,2,1,1,1,8958.333333
5400000,"Queens Marigold, B-7, 302, Mira Road East, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",710,2,2,1,1,1,7605.633803
11000000,"Navi Mumbai-Khargar-Panvel-Ulwe, Mumbai, Maharashtra",1270,2,2,2,1,1,8661.417323
5200000,"303, shiv shraddha complex bp road bhayandar East, Bhayandar East, Mumbai - Mira Road and Beyond, Maharashtra",824,2,2,1,1,1,6310.679612
8500000,"Charkop, Kandivali West, Mumbai - North Mumbai, Maharashtra",1000,2,2,1,1,1,8500
18000000,"Saki Vihar Road, Powai, Mumbai - Central Line, Maharashtra",950,2,2,1,1,1,18947.36842
20000000,"Tilak Nagar - Parel, Mumbai - South Mumbai, Maharashtra",1100,3,3,1,1,1,18181.81818
24200000,"Ghatkopar west, opposite Rcity Mall, Nityanand Nagar - Ghatkopar West, Mumbai - Central Line, Maharashtra",1360,2,2,1,1,1,17794.11765
6900000,"Bhayandar East, Mumbai - Mira Road and Beyond, Maharashtra",865,2,3,1,1,0,7976.878613
4000000,"Shastri Nagar, Vasai west, Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",560,2,2,1,1,1,7142.857143
18000000,"Nahur Village, Mulund West, Mumbai., Mulund West, Mumbai - Central Line, Maharashtra",1200,2,2,3,1,2,15000
27500000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1370,2,2,1,1,1,20072.9927
32500000,"501/502, Sai vishal Apartment, TPS 3 Near Veer Savarkar Garden, Babhai Naka - Borivali West, Mumbai - North Mumbai, Maharashtra",1600,3,2,2,1,1,20312.5
28000000,"JVLR, Jogeshwari East, Mumbai - Western Suburbs, Maharashtra",1600,3,3,1,2,2,17500
6000000,"A-102, Aakash Ganga Apt., Sriprastha complex., Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",785,2,2,1,1,1,7643.312102
14400000,"Temple View I Raheja Township Malad East WEH, Malad East, Mumbai - North Mumbai, Maharashtra",860,2,2,1,1,1,16744.18605
17500000,"Borivali West, Mumbai, Borivali West, Mumbai - Western Suburbs, Maharashtra",855,2,2,1,1,1,20467.83626
29900000,"Nesbit Rd, Tadwadi, Mazgaon, Mumbai, Maharashtra 400010, Mazgaon, Mumbai - South Mumbai, Maharashtra",1200,2,2,4,1,3,24916.66667
14000000,"Kandivali West, Mumbai., Kandivali West, Mumbai - North Mumbai, Maharashtra",945,2,2,1,1,1,14814.81481
8500000,"Tirupati Pushp Indralok phase 6 Bhayandar east, Bhayandar East, Mumbai - Mira Road and Beyond, Maharashtra",1100,2,2,2,1,1,7727.272727
33000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1040,2,2,1,1,1,31730.76923
27000000,"Flat Number 101 1st Floor MAK Prabha Cooperative Housing Society New Prabhadevi Road Prabhadevi Mumbai 400025., Prabhadevi, Mumbai - South Mumbai, Maharashtra",770,2,2,1,1,1,35064.93506
13500000,"Sukhakarta CHS Sector number 8 Charkop Kandivali West Mumbai 400067, Charkop, Mumbai - North Mumbai, Maharashtra",950,2,2,1,1,1,14210.52632
15000000,"ambadi road, Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1525,3,3,2,1,2,9836.065574
40000000,"Near Hiranandani Garden, Cliff Ave, Powai, Mumbai - 400076, Hiranandani Gardens, Mumbai - Western Suburbs, Maharashtra",1400,3,3,1,1,2,28571.42857
8700000,"VICTOR HEIGHTS PEARL 303 NEAR BAGEECHA RESTAURANT GG COLLEGE VASAI WEST, Vasai, Mumbai - Mira Road and Beyond, Maharashtra",1280,3,3,3,1,3,6796.875
47500000,"Annapoorna Cooperative Housing Society 12th Road  Chembur East Mumbai Maharashtra 400071, Chembur East, Mumbai, Maharashtra",2450,4,3,4,1,2,19387.7551
75000000,"Flat Number 62 6th Floor Dakshina Park Cooperative Housing Society NS Road Number 10 Juhu Circle JVPD Scheme Juhu Mumbai 400049, JVPD Scheme, Mumbai - Western Suburbs, Maharashtra",1920,4,4,1,1,1,39062.5
30000000,"Powai lake, Mumbai - Central Line, Maharashtra",890,2,2,1,1,2,33707.86517
29500000,"Santacruz West, Mumbai - Western Suburbs, Maharashtra",760,2,2,1,1,1,38815.78947
13000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",642,2,2,1,1,1,20249.22118
110000000,"2101 LAKE FRONT SOLITIARE POWAI, Powai, Mumbai - Central Line, Maharashtra",3205,4,4,4,2,3,34321.37285
28000000,"Room no39, 40;4th floor;B-wing; N M Joshi Marg, Delisle road, Opp. Nirmala Hospital, Chinchpokli(w);Lower Patel(E), Mumbai 400011, Lower Parel, Mumbai - South Mumbai, Maharashtra",1050,2,2,1,1,1,26666.66667
19000000,"Sarova Complex, Samata Nagar - Thakur Village, Mumbai - North Mumbai, Maharashtra",1150,3,3,1,1,1,16521.73913
14000000,"Borivali West, Mumbai - Western Suburbs, Maharashtra",760,2,2,1,1,1,18421.05263
21000000,"Shell Colony, Mumbai - Harbour Line, Maharashtra",790,2,2,1,1,1,26582.27848
68000000,"Parel, Mumbai - South Mumbai, Maharashtra",1500,3,4,1,1,1,45333.33333
12900000,"Gorai Matru Ashish CHSL, Gorai -II, Borivali West, Mumbai - Western Suburbs, Maharashtra",950,2,2,1,1,1,13578.94737
13500000,"Bhoomi Legend, Akurli Road, Near by Samta Nagar Police Station, Kandivali East, Mumbai, Kandivali East, Mumbai - North Mumbai, Maharashtra",1040,2,2,3,1,1,12980.76923
15500000,"Flat no. 601 Purvi CHSL Mathuradas Cross RoadBehind Asian Bakery (Landmark)Kandivali WestMumbai 400067, Kandivali East, Mumbai - North Mumbai, Maharashtra",850,2,2,1,1,1,18235.29412
20500000,"Koteshwar Darshan Cooperative Housing Society Natwar Nagar Road Number 4 Jogeswari East Mumbai Maharashtra 400060, Jogeshwari East, Mumbai - Western Suburbs, Maharashtra",900,2,2,1,1,1,22777.77778
13800000,"Raj Heritage CHS Laxman Mhatre Road Opp Mary Immaculate Girls High School Borivali West Mumbai 103, Borivali West, Mumbai - Western Suburbs, Maharashtra",850,2,2,1,1,1,16235.29412
32000000,"Jay Vijay Cooperative Housing Society Shara Road Andheri East Mumbai Maharashtra 400069, Andheri East, Mumbai - Western Suburbs, Maharashtra",1007,2,2,1,2,2,31777.5571
67000000,"Ashok Gardens Cooperative Housing Society Tokershi Jivraj Road Sewri West Mumbai Maharashtra 400015, Sewri, Mumbai - Harbour Line, Maharashtra",1835,3,4,1,1,4,36512.26158
18500000,"Kingston palace chs Ltd chincholi Bandar Malad West Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",1111,2,2,1,1,2,16651.66517
47500000,"lodha the park, pandurang budhkar marg, opp hard rock cafe, worli, mumbai, maharastra - 400013, Worli, Mumbai - South Mumbai, Maharashtra",1400,3,3,1,2,6,33928.57143
7150000,"Khanda Colony, Mumbai - Beyond Navi Mumbai, Maharashtra",775,2,2,1,1,1,9225.806452
13500000,"LIC Colony Borivali West Mumbai, LIC Colony - Borivali West, Mumbai - North Mumbai, Maharashtra",770,2,2,1,1,1,17532.46753
18500000,"Flat no A-503 Arti Avishkar Complex Kandivali West Mumbai, Kandivali West, Mumbai - North Mumbai, Maharashtra",1000,3,3,1,2,1,18500
13000000,"402-B wing, Deep Niketan Apartment, Adarsh colony, Malad west, Mumbai, Malad West, Mumbai - Western Suburbs, Maharashtra",790,2,2,1,1,1,16455.6962
32500000,"Malad East, Mumbai, Malad East, Mumbai - North Mumbai, Maharashtra",1680,3,3,3,2,8,19345.2381
79000000,"Ivory Heights Cross Road 2 Shri Swami Samarth Nagar Lokhandwala Complex Andheri West Mumbai Maharashtra 400053, Andheri West, Mumbai - Western Suburbs, Maharashtra",2600,4,5,1,1,2,30384.61538
34900000,"Goregaon West, Mumbai, Bangur Nagar, Mumbai - North Mumbai, Maharashtra",1700,3,3,1,2,2,20529.41176
23500000,"Sterling Tower Cooperative Housing Society Plot Number 36 3rd Cross Road Swami Samarth Nagar Lokhandwala Complex Andheri West Mumbai Maharashtra 400053, Andheri West, Mumbai - Western Suburbs, Maharashtra",930,2,2,1,1,2,25268.8172
32500000,"Kabra Aurum, Plot 51- 55, Unnat Nagar, Goregaon West, Mumbai 400064, Goregaon West, Mumbai - North Mumbai, Maharashtra",1492,3,3,1,1,4,21782.84182
16000000,"502, Kaweri, Dart Mandir'x'Road, opp.Mohan nagar, Dahanukar wadi, Kandivali(w)., Kandivali West, Mumbai - North Mumbai, Maharashtra",940,2,2,1,1,1,17021.2766
11000000,"Tambe Nagar, Mumbai - Central Line, Maharashtra",610,2,2,1,1,1,18032.78689
15000000,"D wing, Bhardwaj.Rushivan.Kajupada., Borivali East, Mumbai - Western Suburbs, Maharashtra",1250,3,3,1,1,2,12000
29000000,"Flat number 1807 C wing RNA Royale Park Kandivali West Mumbai, Kandivali West, Mumbai - North Mumbai, Maharashtra",1675,3,3,4,1,3,17313.43284
55600000,"Govandi Station Road, Mumbai - Harbour Line, Maharashtra",1855,3,4,1,1,3,29973.04582
6800000,"à¤¶à¥�à¤°à¥? Vishnu Leela CHS, Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1050,2,2,1,1,1,6476.190476
48700000,"Goregaon West, Mumbai - North Mumbai, Maharashtra",1700,3,3,3,1,1,28647.05882
14000000,"A604 Mangal Murti, Nansey Colony, Mumbai - North Mumbai, Maharashtra",640,2,2,1,1,1,21875
10500000,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1400,3,3,4,1,1,7500
15000000,"Flat Number 303 3rd Floor Mulund Saraswati Cooperative Housing Society Ltd Mhada Colony Mulund East Mumbai 400081, Mulund, Mumbai - Central Line, Maharashtra, Mulund East, Mumbai - Central Line, Maharashtra",980,2,2,1,1,2,15306.12245
94000000,"Malad East, Mumbai - North Mumbai, Maharashtra",3617,5,3,1,1,1,25988.38817
31500000,"Flat no 603, c wing, near Bhavans college, D.N. Nagar, Mumbai - Western Suburbs, Maharashtra",1650,3,3,1,2,1,19090.90909
65000000,"SK Arya Powai Vihar Bungalow near Gopal Sharma School Powai Andheri East Mumbai, Powai, Mumbai - Central Line, Maharashtra",3500,4,5,1,1,1,18571.42857
65000000,"Goregaon West, Mumbai - North Mumbai, Maharashtra",2795,4,5,1,4,5,23255.81395
21000000,"J.P Road Behind Apna Bazar Opp Billabong School, Andheri West, Mumbai - Western Suburbs, Maharashtra",736,2,2,1,1,1,28532.6087
37500000,"Cosmos CHS 3rd Cross lane Lokhandwala complex Andheri West Mumbai 400053, Andheri West, Mumbai - Western Suburbs, Maharashtra",1375,3,3,1,1,2,27272.72727
10500000,"504 6D Maitri CHS Ltd Damodar Park, Ghatkopar West, Mumbai - Central Line, Maharashtra",810,2,2,1,1,2,12962.96296
25000000,"ANDHERI WEST, Veera Desai Industrial Estate, Mumbai - Western Suburbs, Maharashtra",1050,3,2,5,1,1,23809.52381
37500000,"Marble Arch Cooperative Housing Society Road Number 5 Sent Nagar Santacruz East Mumbai Maharashtra 400055, Sen Nagar, Mumbai - Western Suburbs, Maharashtra",1409,3,3,1,1,2,26614.6203
18500000,"Mulund West, Mumbai - Central Line, Maharashtra",1700,3,2,2,1,1,10882.35294
11500000,"premium location 5 mins from Dmart datta mandir road dhanukar wadi, Dahanukar Wadi, Mumbai - North Mumbai, Maharashtra",800,2,2,1,1,1,14375
26000000,"near to Dindoshi Best Bus Depot, A. K. Vaidya marg, Goregaon east - Mumbai- 400063, Film City Road, Mumbai - North Mumbai, Maharashtra",1200,3,3,3,1,1,21666.66667
14000000,"Goregaon West, Goregaon West, Mumbai - North Mumbai, Maharashtra",725,2,2,1,1,2,19310.34483
5000000,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",875,2,2,1,1,1,5714.285714
20000000,"Goregaon West, Mumbai - North Mumbai, Maharashtra",1230,3,3,1,1,1,16260.1626
12500000,"bhandup west, Bhandup West, Mumbai - Central Line, Maharashtra",895,2,2,1,1,1,13966.48045
45000000,"Santacruz West, Mumbai - Western Suburbs, Maharashtra",1050,3,3,1,1,1,42857.14286
29800000,"Thakur village, Kandivali East, Kandivali East, Mumbai - North Mumbai, Maharashtra",1250,2,2,3,1,1,23840
16500000,"Manisha Heights Cooperative Housing Society LTD Bal Rajeshwar Road Vaishali Nagar Mulund West Mumbai Maharashtra 400080, Mulund West, Mumbai - Central Line, Maharashtra",950,2,2,1,1,2,17368.42105
14000000,"Flat Number 205 2nd Floor G Wing Building Number 1 HDIL Premises Residences Kiroli Road Kurla West Mumbai 400070, Kurla Vidya Vihar Belt, Mumbai - Central Line, Maharashtra",965,2,2,1,2,2,14507.77202
49500000,"A 302 303 304  Raj Cresent CHS Royal Complex Eksar Road Borivali West Mumbai 400091 Maharashtra India., Eksar, Mumbai - North Mumbai, Maharashtra",2190,5,4,1,4,1,22602.73973
16500000,"Luv Kush Tower Sindhi Society Chembur Mumbai Maharashtra 400071, Sindhi Society Chembur, Mumbai - Harbour Line, Maharashtra",817,2,2,1,1,2,20195.83843
19000000,"201, Mohini Grace Co-Op Hsg Soc, Veera Desai Road, Andheri West, Mumbai - Western Suburbs, Maharashtra",905,2,2,1,1,1,20994.47514
28000000,"Chincholi Bunder, Malad West, Malad West, Mumbai - Western Suburbs, Maharashtra",1485,3,3,1,1,1,18855.21886
47000000,"Towner-B Flat no-1101 Adani western heights Four Bungalows Andheri west Mumbai, Andheri West, Mumbai - Western Suburbs, Maharashtra",1700,3,3,2,2,8,27647.05882
34000000,"A-1603, 16th Floor, Gundecha Symphony, Veera Desai Road, Andheri West, Mumbai 400053, Andheri West, Mumbai - Western Suburbs, Maharashtra",1200,3,2,1,1,1,28333.33333
21000000,"Azad Nagar, Veeradesai Road, Andheri West, Mumbai, Andheri West, Mumbai - Western Suburbs, Maharashtra",940,3,2,1,1,1,22340.42553
18500000,"Opp. Esplanade high school, Mathurdas road, Hemu colony, Kandivali west, Kandivali West, Mumbai - North Mumbai, Maharashtra",875,2,2,1,1,1,21142.85714
26500000,"Jannus chs ltd A wing Flat no 601 TPS Rd 50 Borivali West Mumbai 400092, Borivali West, Mumbai - Western Suburbs, Maharashtra",1310,3,3,2,1,1,20229.00763
120000000,"302/303., Vijay Nagar - Andheri East, Mumbai - Western Suburbs, Maharashtra",3350,4,4,4,3,1,35820.89552
14000000,"Malad West, Mumbai - Western Suburbs, Maharashtra",850,2,2,1,1,1,16470.58824
14700000,"Neptune Living Point Horizon Tower Cooperative Housing Cooperatives LBS Marg Bhandup West Mumbai Maharashtra 400078, Bhandup, Mumbai - Central Line, Maharashtra",950,2,2,2,1,1,15473.68421
22000000,"Raj Galaxy I Cooperative Housing Society CST Road Kalina Santacruz East Mumbai Maharashtra 400098, Santacruz East, Mumbai - Western Suburbs, Maharashtra",935,2,2,1,1,2,23529.41176
18000000,"Evershine Meadows Jasmine Mill Road Baliga Nagar Mahim East Mumbai Maharashtra 400016, Mahim, Mumbai - Central Mumbai, Maharashtra",980,2,2,2,1,1,18367.34694
8500000,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",900,2,2,1,1,2,9444.444444
45100000,"Ground Floor Flat No 2  Haveli Apartment NS Road No 4 JVPD Scheme Villay Parley West Juhu Mumbai 400056, Juhu, Mumbai - Western Suburbs, Maharashtra",1050,3,3,1,1,1,42952.38095
21000000,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1030,2,2,1,1,1,20388.34951
19500000,"Sai Samarth Cooperative Housing Society LBS Marg Ghatkopar West Mumbai Maharashtra 400086, Ghatkopar West, Mumbai - Central Line, Maharashtra",1000,2,2,1,1,1,19500
69500000,"Prayushi Cooperative Housing Society SV Road Santacruz West Mumbai Maharashtra 400054, Santacruz West, Mumbai - Western Suburbs, Maharashtra",1650,3,3,3,2,2,42121.21212
8000000,"building no 5A, eden rose bldg, flat no 502, mira rd east, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",800,2,2,3,1,1,10000
55000000,"Marathon NextGen CHS Ltd, Lower Parel West, Mumbai - South Mumbai, Maharashtra",1388,2,2,4,1,1,39625.36023
18000000,"Kandivali West Mumbai Maharashtra India, Kandivali West, Mumbai - North Mumbai, Maharashtra",900,2,3,1,1,2,20000
37500000,"301 A Wing, Mulund West, Mumbai - Central Line, Maharashtra",1800,4,4,1,1,2,20833.33333
12900000,"Sunglow CHS, Raheja Vihar, Powai, Mumbai - Central Line, Maharashtra",720,2,2,1,1,1,17916.66667
32500000,"22 Ocean View, 66 Dumayne Rd ColabaMumbai 400005, Marine Lines, Mumbai - South Mumbai, Maharashtra",888,2,2,1,1,1,36599.0991
27000000,"Andheri East, Mumbai - Western Suburbs, Maharashtra",818,2,2,1,1,1,33007.33496
50000000,"Kanakia Miami SV Road Mahim West Mumbai Maharashtra 400016, Mahim West, Mumbai - Central Mumbai, Maharashtra",1206,2,2,1,1,3,41459.36982
25000000,"D.N. Nagar, Mumbai - Western Suburbs, Maharashtra",1050,2,2,2,1,1,23809.52381
36000000,"Mount Mary, Mumbai - Western Suburbs, Maharashtra",950,2,2,2,1,1,37894.73684
18500000,"Vaikunth building, Sindhi Society Chembur, Mumbai - Harbour Line, Maharashtra",870,2,2,1,1,1,21264.36782
12000000,"A wing 902 victory heights opposite suvidhya school gorai 1, Gorai, Mumbai - North Mumbai, Maharashtra",715,2,2,2,1,1,16783.21678
33000000,"Flat Number 411 3rd Floor The Karachi Citizens Cooperative Housing Society D Wing Andheri West Mumbai 400053, Andheri West, Mumbai - Western Suburbs, Maharashtra",1079,2,2,1,2,1,30583.87396
12000000,"308., Jijamate Chowk, Mumbai - Western Suburbs, Maharashtra",646,2,2,1,1,1,18575.85139
16000000,"Kanjurmarg East, Mumbai - Central Line, Maharashtra",960,2,2,1,1,1,16666.66667
23000000,"Ft no a/203., Prabhadevi, Mumbai - South Mumbai, Maharashtra",1015,2,2,1,1,1,22660.09852
15500000,"A601 New Park Avenue, Dahanukar Wadi, Mumbai - North Mumbai, Maharashtra",840,2,2,1,1,1,18452.38095
9950000,"vatsalya  coopreative housing society, Charkop sector 8, kandivali west, mumbai., Sector 8 Charkop, Mumbai - North Mumbai, Maharashtra",1000,2,2,1,1,1,9950
14000000,"Kandivali East., Kandivali East, Mumbai - North Mumbai, Maharashtra",915,2,2,1,1,1,15300.54645
4900000,"Virar, Mumbai - Mira Road and Beyond, Maharashtra",900,2,2,1,1,1,5444.444444
8000000,"Sars Garden Residency Gomes Ali Church Road Nallasopara West, Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",1500,4,3,1,2,1,5333.333333
13500000,"flat no.10 plot 142 Shree Krishna Kiran Garodianagar Ghatkopar East, Ghatkopar East, Mumbai - Central Line, Maharashtra",625,2,2,1,1,1,21600
16000000,"Santacruz East, Mumbai - Western Suburbs, Maharashtra",585,2,2,4,1,1,27350.42735
23000000,"Ghatkopar East, Mumbai, Ghatkopar East, Mumbai - Central Line, Maharashtra",1183,2,2,1,2,3,19442.09637
35900000,"Jeevan Sapna CHS Juhu Versova Link Road Andheri West Mumbai 400053, Juhu Versova Link Road, Mumbai - Western Suburbs, Maharashtra",1700,3,3,1,1,2,21117.64706
22500000,"Bhandup West, Mumbai - Central Line, Maharashtra",1280,3,3,1,1,1,17578.125
17500000,"Dhan Sampada Cooperative Housing Society Gavan pada Mulund East Mumbai Maharashtra 400081, Gavan Pada, Mumbai - Central Line, Maharashtra",1100,2,2,3,1,2,15909.09091
47500000,"JVPD Scheme, Mumbai - Western Suburbs, Maharashtra",1400,3,3,1,2,1,33928.57143
27900000,"Oshiwara, Mumbai - Western Suburbs, Maharashtra",1300,3,3,1,1,1,21461.53846
29000000,"Flat Number603 6th Floor Monarch Garden Cooperative Housing Society B Wing Off Rafi Ahmed Kidwai Road Sewri Cross Road Sewri West Mumbai 400015., Sewri, Mumbai - Harbour Line, Maharashtra",1150,2,2,1,1,2,25217.3913
9500000,"Vinodini MG Road Papdy Vasai West Palghar Maharashtra 401207, Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1135,2,2,2,1,2,8370.044053
34000000,"Metropolis Tower Behind Adani Height Four bungalow Andheri West Mumbai 400053, 4 Bunglows, Mumbai - Western Suburbs, Maharashtra",1600,3,2,1,1,3,21250
16000000,"Gokul Nagari 1, 90 Feet Road, Near Sai Dham Temple, Kandivali E, Asha Nagar - Kandivali East, Mumbai - North Mumbai, Maharashtra",855,2,2,1,1,1,18713.45029
24000000,"17/802 Phase 1, Thakur Village, Mumbai - North Mumbai, Maharashtra",1400,3,2,1,1,1,17142.85714
14500000,"Vrushali shilp chs Chikoo wadi link road, Borivali West, Mumbai - Western Suburbs, Maharashtra",890,2,2,1,1,1,16292.13483
9000000,"agarwal, kaul heritage, vasai west., Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1320,3,3,3,1,1,6818.181818
30000000,"Omkar Veda G D Ambekar Marg Eknath Ghadi Marg Parmanand Wadi Parel Mumbai Maharashtra 400012, Parel, Mumbai - South Mumbai, Maharashtra",1250,2,2,3,1,3,24000
65000000,"Platinum The Residency Shubhas Road Vile Parle East Mumbai Maharashtra 400057, Vile Parle, Mumbai - Western Suburbs, Maharashtra",2300,4,4,3,2,2,28260.86957
120000000,"Kabra Prarthana Gulmohar Road Mhada Colony Juhu Mumbai Maharashtra 400049, Juhu, Mumbai - Western Suburbs, Maharashtra",2600,4,5,1,2,2,46153.84615
36000000,"Flat no. 101-102, Malad East, Mumbai - North Mumbai, Maharashtra",1700,4,4,1,2,1,21176.47059
7700000,"A 303., Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",901,2,2,4,1,1,8546.059933
20500000,"New AndheriShiv shakti Apartment Near D N Nagar Metro station Andheri West Mumbai 400058, D.N. Nagar, Mumbai - Western Suburbs, Maharashtra",1000,2,2,1,1,1,20500
15500000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",650,2,2,1,1,1,23846.15385
22500000,"Riddhi CHS Opposite to Cinemas Theatre Jawahar Nagar S V Road Goregaon West Mumbai 400104, Goregaon West, Mumbai - North Mumbai, Maharashtra",846,2,2,1,1,1,26595.74468
29000000,"Mira Bhayandar Road, Mira Bhayandar, Mumbai - Mira Road and Beyond, Maharashtra",4000,4,4,1,1,1,7250
4500000,"Nalasopara West, Mumbai., Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",720,2,2,1,1,4,6250
16500000,"Yogi Hills, Mulund West, Mumbai - Central Line, Maharashtra",825,2,2,1,1,1,20000
8800000,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",985,2,2,3,1,2,8934.010152
35100000,"Godrej Central Tower A to G CHS Ltd, Sahakar Nagar, Mumbai 400071, Chembur, Mumbai - Harbour Line, Maharashtra",1457,3,3,1,2,2,24090.59712
70000000,"A/10., Vile Parle West, Mumbai - Western Suburbs, Maharashtra",2200,4,4,3,1,1,31818.18182
20000000,"Andheri West, Mumbai - Western Suburbs, Maharashtra",960,2,2,1,1,1,20833.33333
42500000,"Shanti Kamal Cooperative Housing Society Bhai Bal Mukund Marg Chinchpokli Mumbai Maharashtra 400012, Chinchpokli, Mumbai - South Mumbai, Maharashtra",1500,3,3,2,1,2,28333.33333
26000000,"eksar road  near Laxmi Narayan temple borivali west 400092, Kandivali East, Mumbai - North Mumbai, Maharashtra",625,3,3,1,1,2,41600
26500000,"Hiranandani Golden Oak  Powai Mumbai Maharashtra 400076, Powai, Mumbai - Central Line, Maharashtra",990,2,2,1,2,2,26767.67677
65000000,"13th Road TPS III, Khar West, Khar West, Mumbai - Western Suburbs, Maharashtra",1550,4,3,3,1,1,41935.48387
31000000,"Dadar West, Mumbai - South Mumbai, Maharashtra",805,2,2,1,1,1,38509.31677
37500000,"atri tower, saptarishi park, vasant garden, mulend west, Mulund West, Mumbai - Central Line, Maharashtra",1900,3,3,1,1,2,19736.84211
30000000,"Tardeo, Mumbai - South Mumbai, Maharashtra",805,2,2,1,1,1,37267.08075
7500000,"E/002 Nalasopara West, Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",900,2,2,1,1,1,8333.333333
31000000,"Deonar, Mumbai - Harbour Line, Maharashtra",1150,2,3,1,1,1,26956.52174
18700000,"Jain Mandir Road, Sarvodaya Nagar, Parshwanath Nagar, Mumbai - Central Line, Maharashtra",747,2,2,1,1,1,25033.4672
22500000,"Proctor Road Grant Road East Mumbai 400007, Grant Road Area, Mumbai - South Mumbai, Maharashtra",715,2,2,1,1,1,31468.53147
14500000,"A704 Satellite garden phase 1, Film City Road, Mumbai - North Mumbai, Maharashtra",650,2,2,1,1,1,22307.69231
15900000,"cacilda, IC Colony, Mumbai - North Mumbai, Maharashtra",850,2,2,1,1,1,18705.88235
12700000,"Vasai west, Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",2000,4,4,2,2,1,6350
27000000,"IC Colony, Mumbai - North Mumbai, Maharashtra",1335,3,2,1,2,1,20224.7191
13700000,"Sher E Punjab Society Mahakali cave Road Adheri east Mumbai 93, Sher E Punjab Society, Mumbai - Western Suburbs, Maharashtra",1000,2,3,1,1,1,13700
